block_id	Bm_gene	Bm_chrf	Bm_statrtsite	Bm_length	Bm_sign	Pr_gene	Pr_chrf	Pr_statrtsite	Pr_length	Pr_sign	Sl_gene	Sl_chrf	Sl_statrtsite	Sl_length	Sl_sign	Tn_gene	Tn_chrf	Tn_statrtsite	Tn_length	Tn_sign	Hmel_gene	Hmel_chrf	Hmel_statrtsite	Hmel_length	Hmel_sign
0	KWMTBOMO04585	8	10391210	11811	1	SWUPr00139620	13	9660354	20297	-1	SWUSl0026720	6	3451178	7937	-1	Tni03225	8	6808970	9783	1	HMEL017572g1.t1	12	12711978	12427	1
0	KWMTBOMO04587	8	10417160	982	1	SWUPr00139610	13	9636483	1583	-1	SWUSl0026710	6	3441836	1083	-1	Tni03224	8	6819080	1795	1	HMEL031628g1.t1	12	12725126	1701	1
0	KWMTBOMO04589	8	10445679	11649	-1	SWUPr00139590	13	9610838	20415	1	SWUSl0026700	6	3426539	9593	1	Tni03223	8	6831381	11376	-1	HMEL031629g1.t1	12	12738956	10909	-1
0	KWMTBOMO04590	8	10449330	3623	1	SWUPr00139580	13	9608544	1357	-1	SWUSl0026690	6	3424963	756	-1	Tni03221	8	6835839	1859	-1	HMEL031631g1.t1	12	12745799	1656	-1
0	KWMTBOMO04591	8	10456629	3544	-1	SWUPr00139570	13	9597328	6495	1	SWUSl0026680	6	3421108	1755	1	Tni03222	8	6831551	2896	1	HMEL031630g1.t1	12	12740329	3656	1
0	KWMTBOMO04592	8	10460260	4626	1	SWUPr00139560	13	9590018	5605	1	SWUSl0026670	6	3415933	4027	1	Tni03220	8	6838960	2314	-1	HMEL017567g1.t1	12	12751386	4155	-1
0	KWMTBOMO04593	8	10482789	17513	-1	SWUPr00139540	13	9570700	14088	1	SWUSl0026650	6	3407320	6248	-1	Tni03218	8	6844662	12614	1	HMEL017565g1.t1	12	12756371	8266	1
0	KWMTBOMO04594	8	10487029	2305	-1	SWUPr00139550	13	9588603	2098	-1	SWUSl0026660	6	3415362	1790	-1	Tni03219	8	6839144	4483	1	HMEL017566g1.t1	12	12752119	1828	1
0	KWMTBOMO04599	8	10557149	1497	-1	SWUPr00139480	13	9513643	2794	1	SWUSl0026600	6	3351310	1209	-1	Tni03215	8	6883993	2220	1	HMEL017560g1.t1	12	12804343	802	1
84	KWMTBOMO04602	8	10598256	2757	-1	SWUPr00139470	13	9479957	9262	1	SWUSl0027270	6	4402425	2769	1	Tni03213	8	6906802	3975	-1	HMEL031635g1.t1	12	12816818	2156	-1
0	KWMTBOMO04605	8	10625527	9095	1	SWUPr00139410	13	9427574	4776	1	SWUSl0027220	6	4376194	2982	1	Tni03208	8	6934443	12685	-1	HMEL017554g1.t1	12	12842916	2579	-1
0	KWMTBOMO04608	8	10647767	1713	1	SWUPr00139400	13	9425498	845	-1	SWUSl0027210	6	4375334	1418	-1	Tni03209	8	6932755	1618	1	HMEL031640g1.t1	12	12843886	1034	1
0	KWMTBOMO04610	8	10662826	11341	-1	SWUPr00139380	13	9401305	15784	1	SWUSl0027200	6	4366354	6461	1	Tni03207	8	6941464	6520	-1	HMEL031641g1.t1	12	12852571	7424	-1
0	KWMTBOMO04611	8	10667447	18286	1	SWUPr00139370	13	9398474	6368	-1	SWUSl0027190	6	4364976	4507	-1	Tni03206	8	6942030	4557	1	HMEL017551g1.t1	12	12853371	4745	1
0	KWMTBOMO04614	8	10735106	1194	-1	SWUPr00139310	13	9337455	1100	1	SWUSl0027140	6	4328481	1100	1	Tni03202	8	6979776	1127	-1	HMEL031645g1.t1	12	12901952	882	-1
0	KWMTBOMO04615	8	10736627	3024	1	SWUPr00139300	13	9332783	1708	-1	SWUSl0027130	6	4327471	1738	-1	Tni03201	8	6980439	2230	1	HMEL031646g1.t1	12	12902976	1512	1
0	KWMTBOMO04616	8	10746556	6898	-1	SWUPr00139290	13	9322565	8236	1	SWUSl0027120	6	4322894	2750	1	Tni03200	8	6986298	4391	-1	HMEL031647g1.t1	12	12907580	3025	-1
0	KWMTBOMO04617	8	10747777	1856	1	SWUPr00139280	13	9318076	1631	-1	SWUSl0027110	6	4321847	1370	-1	Tni03199	8	6986642	1631	1	HMEL031648g1.t1	12	12908024	1727	1
84	KWMTBOMO04623	8	10790796	11342	-1	SWUPr00139240	13	9086068	204224	1	SWUSl0027080	6	4154201	147107	1	Tni03196	8	7014867	14328	-1	HMEL011955g1.t1	12	12936986	12737	-1
84	KWMTBOMO04625	8	11026931	47074	1	SWUPr00139220	13	8996201	29260	-1	SWUSl0027060	6	4105652	40864	-1	Tni03192	8	7167355	32540	1	HMEL011964g1.t1	12	13066649	16281	1
84	KWMTBOMO04626	8	11076121	2986	1	SWUPr00139210	13	8962650	1761	-1	SWUSl0027050	6	4057407	2870	-1	Tni03191	8	7200634	896	1	HMEL011965g1.t1	12	13085066	949	1
84	KWMTBOMO04627	8	11088480	9343	-1	SWUPr00139200	13	8948330	12369	1	SWUSl0027040	6	4047127	6774	1	Tni03190	8	7208741	6964	-1	HMEL031649g1.t1	12	13095026	8456	-1
0	KWMTBOMO04631	8	11191460	20704	-1	SWUPr00139180	13	8835587	33736	1	SWUSl0027020	6	3971785	20279	1	Tni03189	8	7266188	19893	-1	HMEL011968g1.t1	12	13145027	12824	-1
0	KWMTBOMO04632	8	11193701	27060	1	SWUPr00139170	13	8832351	29682	-1	SWUSl0027010	6	3967527	19699	-1	Tni03188	8	7266915	24021	1	HMEL011969g1.t1	12	13148523	14791	1
85	KWMTBOMO04637	8	11276480	3858	-1	SWUPr00140520	13	11927339	2820	1	SWUSl0026940	6	3900412	2170	-1	Tni03182	8	7325238	2026	1	HMEL011974g1.t1	12	13231112	1863	1
85	KWMTBOMO04648	8	11407951	7893	1	SWUPr00140560	13	11992919	11847	1	SWUSl0026880	6	3827599	5625	-1	Tni03177	8	7386658	6628	1	HMEL011979g1.t1	12	13272451	4919	1
85	KWMTBOMO04650	8	11446950	9896	-1	SWUPr00140600	13	12037516	1193	-1	SWUSl0026840	6	3780158	19041	1	Tni03175	8	7421321	11472	-1	HMEL011981g1.t1	12	13296516	1238	-1
85	KWMTBOMO04653	8	11489501	7634	1	SWUPr00140620	13	12100356	14487	1	SWUSl0026810	6	3745871	4986	-1	Tni03173	8	7445810	6654	1	HMEL007390g1.t1	12	13325381	5443	1
85	KWMTBOMO04654	8	11554550	52815	-1	SWUPr00140630	13	12137834	18202	-1	SWUSl0026800	6	3702026	35352	1	Tni03172	8	7483712	31125	-1	HMEL007389g1.t1	12	13354051	20393	-1
0	KWMTBOMO04655	8	11611160	3108	-1	SWUPr00140660	13	12248013	3971	-1	SWUSl0026770	6	3563916	38943	1	Tni03164	8	7663123	107381	-1	HMEL007385g1.t1	12	13386124	2331	-1
0	KWMTBOMO04663	8	11802189	23726	1	SWUPr00140700	13	12396178	10679	1	SWUSl0027300	6	4449445	19727	1	Tni03161	8	7688213	9361	1	HMEL015296g1.t1	12	13459498	4743	1
0	KWMTBOMO04665	8	11828389	1065	1	SWUPr00140720	13	12419781	1051	1	SWUSl0027350	6	4503255	694	1	Tni03158	8	7702380	1376	1	HMEL015299g1.t1	12	13470260	562	1
0	KWMTBOMO04666	8	11838558	7808	-1	SWUPr00140740	13	12429858	8503	-1	SWUSl0027360	6	4515320	9378	-1	Tni03157	8	7706768	3152	-1	HMEL015299g2.t1	12	13476976	5633	-1
0	KWMTBOMO04671	8	11919498	640	-1	SWUPr00140790	13	12524269	266	-1	SWUSl0026580	6	3292774	266	1	Tni03152	8	7771389	266	-1	HMEL031667g1.t1	12	13524355	266	-1
0	KWMTBOMO04672	8	11920019	4851	1	SWUPr00140800	13	12527511	5932	1	SWUSl0026570	6	3292284	6814	-1	Tni03151	8	7771962	6289	1	HMEL015305g1.t1	12	13525368	5443	1
85	KWMTBOMO04673	8	11929668	3607	-1	SWUPr00140810	13	12542461	4899	-1	SWUSl0026560	6	3276247	3176	1	Tni03150	8	7781910	3845	-1	HMEL015306g1.t1	12	13536838	2898	-1
85	KWMTBOMO04675	8	11950218	11497	-1	SWUPr00140830	13	12562879	9996	-1	SWUSl0026540	6	3254655	11488	1	Tni03148	8	7797293	8131	-1	HMEL015307g2.t1	12	13550081	5499	-1
85	KWMTBOMO04677	8	12015688	3950	-1	SWUPr00140850	13	12621840	6416	-1	SWUSl0026520	6	3213376	1220	1	Tni03146	8	7838318	2692	-1	HMEL031669g1.t1	12	13578159	658	-1
0	KWMTBOMO04678	8	12024648	5013	-1	SWUPr00140860	13	12636050	8869	-1	SWUSl0026510	6	3202968	8452	1	Tni03145	8	7844005	5068	-1	HMEL015309g1.t1	12	13583128	3990	-1
0	KWMTBOMO04679	8	12037598	9416	-1	SWUPr00140870	13	12648725	8373	-1	SWUSl0026500	6	3193028	8232	1	Tni03144	8	7851709	6438	-1	HMEL015310g1.t1	12	13589733	5117	-1
0	KWMTBOMO04680	8	12051268	3512	-1	SWUPr00140880	13	12656205	4145	-1	SWUSl0026490	6	3185348	4027	1	Tni03143	8	7856061	3921	-1	HMEL015311g1.t1	12	13593428	2324	-1
0	KWMTBOMO04681	8	12052169	21463	1	SWUPr00140890	13	12657703	23451	1	SWUSl0026480	6	3177001	15944	-1	Tni03142	8	7856472	15389	1	HMEL015312g1.t1	12	13593998	13246	1
0	KWMTBOMO04684	8	12116109	10688	1	SWUPr00140910	13	12728085	8091	1	SWUSl0026460	6	3128644	10419	-1	Tni03141	8	7895828	19016	1	HMEL015313g3.t1	12	13642286	10870	1
0	KWMTBOMO04687	8	12536888	26945	-1	SWUPr00140940	13	13098919	20425	-1	SWUSl0026430	6	2847181	10101	1	Tni03138	8	8189612	13290	-1	HMEL015321g1.t1	12	13861343	9062	-1
0	KWMTBOMO04690	8	12561369	20512	1	SWUPr00140960	13	13120813	38144	1	SWUSl0026410	6	2831847	19152	-1	Tni03137	8	8194511	22347	1	HMEL015323g1.t1	12	13877962	20113	1
85	KWMTBOMO04691	8	12584859	543	1	SWUPr00140970	13	13173044	416	1	SWUSl0026400	6	2811686	425	-1	Tni03136	8	8217626	428	1	HMEL015324g1.t1	12	13899137	425	1
0	KWMTBOMO04693	8	12595209	2525	1	SWUPr00141000	13	13184490	2414	1	SWUSl0026390	6	2805724	1882	-1	Tni03135	8	8223744	2129	1	HMEL031674g1.t1	12	13903534	2065	1
0	KWMTBOMO04694	8	12609649	2895	1	SWUPr00141010	13	13191922	7486	1	SWUSl0026370	6	2797900	2705	-1	Tni03133	8	8229562	4063	1	HMEL015327g1.t1	12	13908104	4229	1
85	KWMTBOMO04699	8	12677583	4578	-1	SWUPr00141030	13	13263136	5948	-1	SWUSl0026350	6	2753686	6792	1	Tni03131	8	8281331	5833	-1	HMEL007094g1.t1	12	13941806	4054	-1
85	KWMTBOMO04721	8	13197719	15311	-1	SWUPr00141220	13	13722274	11060	-1	SWUSl0026170	6	2246259	11086	-1	Tni03114	8	8662775	6166	-1	HMEL008427g1.t1	12	14256537	8602	-1
0	KWMTBOMO04723	8	13223629	5784	-1	SWUPr00141240	13	13746440	5504	-1	SWUSl0026200	6	2268107	12789	-1	Tni03113	8	8678887	15517	-1	HMEL031681g1.t1	12	14275463	5486	-1
0	KWMTBOMO04725	8	13236930	37631	1	SWUPr00141260	13	13771472	31042	1	SWUSl0026220	6	2279679	32362	1	Tni03108	8	8698642	15002	1	HMEL008434g4.t1	12	14297903	10172	1
86	KWMTBOMO04733	8	13713280	6695	-1	SWUPr00141380	13	14295495	13845	-1	SWUSl0025870	6	1548055	35461	1	Tni03100	8	9107487	24210	-1	HMEL013037g3.t1	12	14492425	3571	1
86	KWMTBOMO04737	8	13842360	14264	1	SWUPr00141400	13	14385380	36381	1	SWUSl0025790	6	1402304	32929	-1	Tni03093	8	9235643	36557	1	HMEL011479g1.t1	12	14628924	10591	1
86	KWMTBOMO04740	8	13868849	824	-1	SWUPr00141410	13	14431607	674	-1	SWUSl0025780	6	1362853	674	1	Tni03092	8	9276867	674	-1	HMEL011478g1.t1	12	14641454	668	-1
86	KWMTBOMO04742	8	13887539	2222	-1	SWUPr00141430	13	14446141	1549	-1	SWUSl0025760	6	1353943	1225	1	Tni03090	8	9284332	2518	-1	HMEL011476g1.t1	12	14649472	1624	-1
86	KWMTBOMO04744	8	13924110	13911	1	SWUPr00141440	13	14482088	17862	1	SWUSl0025740	6	1323045	11263	-1	Tni03087	8	9306268	13505	1	HMEL011474g1.t1	12	14676345	8789	1
86	KWMTBOMO04752	8	14109740	63977	1	SWUPr00141480	13	14675021	70936	1	SWUSl0025700	6	1191592	46007	-1	Tni03081	8	9438058	57054	1	HMEL011469g1.t1	12	14791257	38775	1
0	KWMTBOMO04757	8	14297743	69627	-1	SWUPr00141510	13	14831729	22649	-1	SWUSl0025670	6	1038816	56868	1	Tni03078	8	9580068	50090	-1	HMEL031694g1.t1	12	14909443	35496	-1
0	KWMTBOMO04760	8	14344514	8372	1	SWUPr00141530	13	14896655	10257	1	SWUSl0025640	6	995931	11260	-1	Tni03076	8	9598823	15919	1	HMEL012629g1.t1	12	14925025	12374	1
0	KWMTBOMO04762	8	14358584	8050	1	SWUPr00141550	13	14916797	7398	1	SWUSl0025610	6	977271	4488	-1	Tni03074	8	9616709	3293	1	HMEL012633g2.t1	12	14979141	1196	1
86	KWMTBOMO04766	8	14459844	7806	1	SWUPr00141570	13	14981123	62001	1	SWUSl0025590	6	928094	28689	-1	Tni03072	8	9674152	7402	1	HMEL031698g1.t1	12	15044433	11473	1
0	KWMTBOMO04767	8	14473023	3449	-1	SWUPr00141580	13	15047977	4602	-1	SWUSl0025580	6	897005	2061	1	Tni12871	14	1884228	2003	-1	HMEL012638g1.t1	12	15058098	1758	-1
86	KWMTBOMO04769	8	14494414	7811	1	SWUPr00141600	13	15074977	8973	1	SWUSl0025560	6	883173	5717	-1	Tni03070	8	9696464	9932	1	HMEL012640g1.t1	12	15074263	6782	1
86	KWMTBOMO04770	8	14519023	12778	-1	SWUPr00141610	13	15098199	8064	-1	SWUSl0025550	6	862924	10510	1	Tni03069	8	9717721	8210	-1	HMEL012641g1.t1	12	15095641	8399	-1
86	KWMTBOMO04771	8	14586998	36719	1	SWUPr00141630	13	15113652	64958	1	SWUSl0025530	6	784589	28876	-1	Tni03068	8	9765529	27401	1	HMEL012642g1.t1	12	15138850	24920	1
86	KWMTBOMO04774	8	14675048	5746	1	SWUPr00141640	13	15196224	21071	1	SWUSl0025520	6	738567	18636	-1	Tni03067	8	9811719	13817	1	HMEL012642g2.t1	12	15176059	12982	1
0	KWMTBOMO04775	8	14710807	26029	-1	SWUPr00141680	13	15262617	28356	-1	SWUSl0025490	6	690525	16305	1	Tni03064	8	9845490	14453	-1	HMEL012645g1.t1	12	15217192	15944	-1
0	KWMTBOMO04776	8	14689078	780	1	SWUPr00141660	13	15228210	710	1	SWUSl0025500	6	711069	710	-1	Tni03065	8	9829873	710	1	HMEL012644g1.t1	12	15194380	710	1
0	KWMTBOMO04778	8	14721608	55514	1	SWUPr00141690	13	15263762	41828	1	SWUSl0025480	6	689673	40715	-1	Tni03063	8	9846182	48761	1	HMEL004006g1.t1	12	15250145	17708	1
86	KWMTBOMO04779	8	14798467	6733	-1	SWUPr00141700	13	15332809	360	-1	SWUSl0025470	6	634950	1868	1	Tni03062	8	9907665	4694	-1	HMEL004007g1.t1	12	15275212	1084	-1
0	KWMTBOMO04782	8	14857008	7723	1	SWUPr00141720	13	15378029	6752	1	SWUSl0025440	6	592791	7536	-1	Tni03060	8	9942884	7842	1	HMEL003530g1.t1	12	15317420	6759	1
0	KWMTBOMO04784	8	14869818	14300	1	SWUPr00141750	13	15392451	12696	1	SWUSl0025420	6	581782	20487	-1	Tni03058	8	9954673	17797	1	HMEL003528g1.t1	12	15328924	8242	1
86	KWMTBOMO04785	8	14901546	6001	-1	SWUPr00141760	13	15432851	5327	-1	SWUSl0025410	6	553168	2655	1	Tni03057	8	9979407	4112	-1	HMEL012349g1.t1	12	15355135	6000	-1
0	KWMTBOMO04788	8	14996196	61284	-1	SWUPr00141770	13	15507660	51652	-1	SWUSl0025380	6	458572	54201	1	Tni03054	8	10056991	53672	-1	HMEL031703g1.t1	12	15422773	43223	-1
0	KWMTBOMO04789	8	15009656	7625	-1	SWUPr00141780	13	15521051	7127	-1	SWUSl0025370	6	451682	4719	1	Tni03053	8	10063147	5266	-1	HMEL012344g1.t1	12	15430042	4519	-1
0	KWMTBOMO04790	8	15010557	6830	1	SWUPr00141790	13	15521922	5004	1	SWUSl0025360	6	451311	2614	-1	Tni03052	8	10063598	3011	1	HMEL031704g1.t1	12	15430524	2582	1
0	KWMTBOMO04791	8	15021256	3599	-1	SWUPr00141800	13	15533891	6731	-1	SWUSl0025350	6	446015	2493	1	Tni03051	8	10069838	3283	-1	HMEL031705g1.t1	12	15436925	3664	-1
0	KWMTBOMO04792	8	15021697	2679	1	SWUPr00141810	13	15534545	1552	1	SWUSl0025340	6	445604	1529	-1	Tni03050	8	10070088	2180	1	HMEL012341g1.t1	12	15437561	1276	1
0	KWMTBOMO04794	8	15030997	14054	1	SWUPr00141820	13	15540820	16066	1	SWUSl0025330	6	442273	45930	-1	Tni03049	8	10073555	12801	1	HMEL012340g1.t1	12	15440728	9947	1
86	KWMTBOMO04801	8	15383132	29254	1	SWUPr00141870	13	15860469	9919	1	SWUSl0025310	6	140089	7411	-1	Tni03046	8	10296857	28447	1	HMEL012335g1.t1	12	15657545	7341	1
86	KWMTBOMO04803	8	15486471	44412	-1	SWUPr00141910	13	15915483	5836	-1	SWUSl0025260	6	68517	39718	1	Tni03043	8	10372585	28917	-1	HMEL012330g1.t1	12	15717935	29532	-1
87	KWMTBOMO04810	8	15639122	12504	1	SWUPr00141990	13	16093975	14673	1	SWUSl0026110	6	2147152	12889	-1	Tni03036	8	10495409	11993	1	HMEL014797g4.t1	12	15852900	2403	1
0	KWMTBOMO04811	8	15673311	20637	-1	SWUPr00142000	13	16135572	24442	-1	SWUSl0026100	6	2122147	8508	1	Tni03035	8	10521917	12371	-1	HMEL014798g4.t1	12	15885925	11681	-1
0	KWMTBOMO04812	8	15678832	2474	1	SWUPr00142010	13	16140282	2019	1	SWUSl0026090	6	2121756	1263	-1	Tni03034	8	10522188	3045	1	HMEL014800g1.t1	12	15888412	1015	1
0	KWMTBOMO04813	8	15691461	548	-1	SWUPr00142020	13	16144565	386	-1	SWUSl0026080	6	2119215	401	1	Tni03033	8	10525654	392	-1	HMEL014801g1.t1	12	15891397	389	-1
87	KWMTBOMO04820	8	15859752	7074	1	SWUPr00142080	13	16369613	6407	1	SWUSl0026030	6	1994391	3226	-1	Tni03027	8	10646561	4140	1	HMEL014808g1.t1	12	15984726	7122	1
87	KWMTBOMO04821	8	15871371	862	-1	SWUPr00142120	13	16384735	737	-1	SWUSl0026020	6	1986484	737	1	Tni03026	8	10658356	737	-1	HMEL031713g1.t1	12	15998210	737	-1
0	KWMTBOMO04824	8	15983451	1988	-1	SWUPr00142140	13	16510325	2137	-1	SWUSl0025990	6	1877953	11466	1	Tni03023	8	10756111	2324	-1	HMEL007292g1.t1	12	16080371	1701	-1
0	KWMTBOMO04826	8	15991892	7829	1	SWUPr00142160	13	16528381	7598	1	SWUSl0025980	6	1877592	4440	-1	Tni03020	8	10661852	149745	1	HMEL007294g3.t1	12	16105282	1348	1
0	KWMTBOMO04827	8	16027171	23598	-1	SWUPr00142170	13	16544054	701	-1	SWUSl0025970	6	1846006	22980	1	Tni03021	8	10782739	5599	-1	HMEL007295g1.t1	12	16117756	5343	-1
0	KWMTBOMO04839	9	36415	1495	-1	SWUPr00115150	10	14150251	9172	-1	SWUSl0093300	21	3274101	3147	1	Tni08543	9	1248802	3431	1	HMEL006764g1.t1	6	3337181	2565	-1
0	KWMTBOMO04851	9	233875	3938	-1	SWUPr00115230	10	14399197	2024	-1	SWUSl0093240	21	2911749	1883	1	Tni08549	9	1416814	1896	-1	HMEL011870g1.t1	6	3456038	1964	-1
88	KWMTBOMO04858	9	297486	30565	1	SWUPr00115280	10	14530648	20345	1	SWUSl0093190	21	2801945	49639	-1	Tni08552	9	1494415	33702	1	HMEL008991g1.t1	6	2023723	14568	-1
88	KWMTBOMO04859	9	350675	6783	-1	SWUPr00115290	10	14601340	13123	-1	SWUSl0093160	21	2709531	8559	1	Tni08553	9	1560203	5310	-1	HMEL008994g1.t1	6	1974899	5595	1
88	KWMTBOMO04866	9	584906	2674	1	SWUPr00115310	10	14936862	484	1	SWUSl0093140	21	2362441	1009	-1	Tni08558	9	1826048	1128	1	HMEL008988g1.t1	6	2100721	864	1
88	KWMTBOMO04867	9	603535	13497	-1	SWUPr00115320	10	14962508	20904	-1	SWUSl0093130	21	2350304	9954	1	Tni08559	9	1837604	9764	-1	HMEL008987g1.t1	6	2116067	13359	-1
0	KWMTBOMO04868	9	606006	3158	1	SWUPr00115330	10	14963413	1556	1	SWUSl0093120	21	2349593	2896	-1	Tni08560	9	1838166	12042	1	HMEL008986g1.t1	6	2116820	1545	1
0	KWMTBOMO04875	9	700206	661	1	SWUPr00115360	10	15036790	563	1	SWUSl0093090	21	2309661	563	-1	Tni08563	9	1880248	563	1	HMEL008984g1.t1	6	2153211	647	1
0	KWMTBOMO04877	9	734366	17799	1	SWUPr00115370	10	15063898	30173	1	SWUSl0093080	21	2294187	24161	-1	Tni08564	9	1896603	26016	1	HMEL008984g2.t1	6	2170396	16542	1
0	KWMTBOMO04880	9	780275	6553	-1	SWUPr00115390	10	15115857	4074	-1	SWUSl0093060	21	2248836	2733	1	Tni08566	9	1934547	3967	-1	HMEL008980g1.t1	6	2205935	2565	-1
0	KWMTBOMO04881	9	782876	12015	1	SWUPr00115400	10	15118458	13339	1	SWUSl0093050	21	2245733	12141	-1	Tni08567	9	1935163	12320	1	HMEL004344g1.t1	6	1447134	7294	1
89	KWMTBOMO04893	9	1019895	14008	1	SWUPr00115480	10	15359730	16327	1	SWUSl0092990	21	2058390	41971	-1	Tni20095	9	2107039	13136	1	HMEL008412g1.t1	6	1587686	9001	1
0	KWMTBOMO04900	9	1127064	29773	-1	SWUPr00115530	10	15449854	19661	-1	SWUSl0092950	21	1954757	9274	1	Tni08576	9	2175770	5412	-1	HMEL008414g1.t1	6	1631521	9223	-1
0	KWMTBOMO04901	9	1144665	40494	1	SWUPr00115540	10	15499610	2648	1	SWUSl0092940	21	1903466	11540	-1	Tni08577	9	2215114	10139	1	HMEL003926g1.t1	6	1660013	14422	1
89	KWMTBOMO04904	9	1310449	21827	-1	SWUPr00115560	10	15620357	12948	-1	SWUSl0092910	21	1728508	17606	1	Tni08579	9	2336831	11251	-1	HMEL009004g1.t1	6	1758514	16812	-1
89	KWMTBOMO04907	9	1359950	14793	1	SWUPr00115580	10	15662525	9982	1	SWUSl0092890	21	1669819	12480	-1	Tni08581	9	2377346	8380	1	HMEL009002g1.t1	6	1785964	5170	1
89	KWMTBOMO04908	9	1384709	1929	-1	SWUPr00115590	10	15684674	1418	-1	SWUSl0092880	21	1651228	1463	1	Tni08582	9	2390851	4770	-1	HMEL009001g1.t1	6	1794450	1421	-1
89	KWMTBOMO04909	9	1385310	9948	1	SWUPr00115600	10	15685850	17286	1	SWUSl0092870	21	1649816	13149	-1	Tni08583	9	2391925	11048	1	HMEL009000g1.t1	6	1795472	10037	1
0	KWMTBOMO04910	9	1406110	8640	1	SWUPr00115620	10	15721571	11138	-1	SWUSl0092850	21	1619483	9790	1	Tni08585	9	2417106	11495	-1	HMEL004342g1.t1	6	1432106	9000	1
0	KWMTBOMO04911	9	1418669	2228	-1	SWUPr00115610	10	15705678	2099	1	SWUSl0092860	21	1633394	2108	-1	Tni08584	9	2403613	2105	1	HMEL004343g1.t1	6	1446119	2105	-1
0	KWMTBOMO04913	9	1440630	8518	1	SWUPr00115640	10	15759450	7877	1	SWUSl0092830	21	1598769	7258	-1	Tni08588	9	2438058	5197	1	HMEL004340g1.t1	6	1421495	5716	-1
0	KWMTBOMO04914	9	1451809	2066	-1	SWUPr00115650	10	15770922	1831	-1	SWUSl0092820	21	1587158	2498	1	Tni08587	9	2448447	14804	-1	HMEL004339g1.t1	6	1413315	1998	1
0	KWMTBOMO04915	9	1452480	9874	1	SWUPr00115660	10	15772330	83985	1	SWUSl0092810	21	1586538	44025	-1	Tni08589	9	2448721	32028	1	HMEL036947g1.t1	6	1412680	28740	-1
0	KWMTBOMO04917	9	1488359	1694	-1	SWUPr00115670	10	15858012	1520	-1	SWUSl0092800	21	1540795	1523	1	Tni08590	9	2480702	1520	-1	HMEL036946g1.t1	6	1382270	1520	1
0	KWMTBOMO04918	9	1516559	22081	-1	SWUPr00115690	10	15876019	10293	-1	SWUSl0092780	21	1519642	14021	1	Tni08592	9	2527851	44627	-1	HMEL012162g1.t1	6	1368776	7849	1
0	KWMTBOMO04922	9	1563219	7860	-1	SWUPr00115710	10	15924086	16779	-1	SWUSl0092770	21	1490168	18690	1	Tni08593	9	2541663	12575	-1	HMEL036943g1.t1	6	1335747	9148	1
0	KWMTBOMO04924	9	1661889	27225	-1	SWUPr00115730	10	16035556	29368	-1	SWUSl0092750	21	1366581	26998	1	Tni08597	9	2631151	27092	-1	HMEL036942g1.t1	6	1268070	18447	1
0	KWMTBOMO04927	9	1839904	2724	-1	SWUPr00115740	10	16205669	53006	-1	SWUSl0092740	21	1168335	371	1	Tni08599	9	2797967	1044	-1	HMEL012157g1.t1	6	1157885	1236	1
0	KWMTBOMO04933	9	1906655	12222	1	SWUPr00115750	10	16255361	18134	1	SWUSl0092720	21	1095885	8089	-1	Tni08601	9	2854093	7305	1	HMEL012156g1.t1	6	1110298	3969	-1
89	KWMTBOMO04934	9	1923084	2597	-1	SWUPr00115760	10	16279350	2327	-1	SWUSl0092710	21	1084074	2348	1	Tni08602	9	2863895	2345	-1	HMEL012155g1.t1	6	1102656	2333	1
0	KWMTBOMO04936	9	1977964	23968	-1	SWUPr00115770	10	16295818	11044	-1	SWUSl0092700	21	1031396	49489	1	Tni08603	9	2899925	34647	-1	HMEL012154g1.t1	6	1092396	7242	1
0	KWMTBOMO04937	9	2047584	63358	-1	SWUPr00115780	10	16395442	58526	-1	SWUSl0092690	21	987222	40804	1	Tni08604	9	2911571	11234	-1	HMEL012153g1.t1	6	1071046	7515	1
0	KWMTBOMO04939	9	2059295	5154	1	SWUPr00115820	10	16410484	3601	1	SWUSl0092680	21	986547	13518	-1	Tni08606	9	2943179	3082	1	HMEL012152g1.t1	6	1031403	5897	-1
89	KWMTBOMO04947	9	2283323	4983	-1	SWUPr00115870	10	16609040	7867	-1	SWUSl0092630	21	821307	2865	1	Tni08610	9	3060752	3944	-1	HMEL012148g1.t1	6	904493	3293	1
89	KWMTBOMO04954	9	2652250	1630	1	SWUPr00115920	10	16949832	1465	1	SWUSl0092580	21	575987	1464	-1	Tni08614	9	3286123	2457	1	HMEL012144g1.t1	6	722340	1450	-1
89	KWMTBOMO04956	9	2810820	16013	1	SWUPr00115930	10	17087969	7909	1	SWUSl0092570	21	463079	5728	-1	Tni08615	9	3390778	17969	1	HMEL010586g1.t1	6	632866	11094	-1
89	KWMTBOMO04959	9	3268933	19698	-1	SWUPr00115970	10	17454035	23657	-1	SWUSl0092510	21	139204	102432	-1	Tni08620	9	3701999	22156	-1	HMEL015911g1.t1	6	229649	13687	1
0	KWMTBOMO04968	9	3714350	11629	1	SWUPr00115090	10	14052707	17073	-1	SWUSl0093370	21	3527616	7467	-1	Tni08536	9	1018534	5955	1	HMEL003892g1.t1	6	3936992	6768	1
0	KWMTBOMO04970	9	3787310	2209	1	SWUPr00115070	10	13957999	927	1	SWUSl0093400	21	3580823	994	-1	Tni08534	9	976144	1634	1	HMEL003894g1.t1	6	3971893	1355	-1
