block_id	Bm_gene	Bm_chrf	Bm_statrtsite	Bm_length	Bm_sign	Pr_gene	Pr_chrf	Pr_statrtsite	Pr_length	Pr_sign
0	KWMTBOMO04329	8	3437779	1978	-1	SWUPr00137530	13	3298009	1919	1
0	KWMTBOMO04330	8	3439380	1625	1	SWUPr00137520	13	3297497	1265	-1
0	KWMTBOMO04331	8	3455769	10428	-1	SWUPr00137510	13	3262054	19921	1
0	KWMTBOMO04332	8	3458310	10958	1	SWUPr00121580	11	3369501	338	1
77	KWMTBOMO04333	8	3491679	16508	-1	SWUPr00137500	13	3223376	6120	1
77	KWMTBOMO04337	8	3640449	3941	-1	SWUPr00137460	13	3036892	5920	1
77	KWMTBOMO04339	8	3709169	31649	-1	SWUPr00137440	13	2981390	3677	1
77	KWMTBOMO04342	8	3943540	14731	1	SWUPr00137430	13	2690874	15206	-1
0	KWMTBOMO04344	8	3977050	17822	1	SWUPr00137400	13	2644397	13884	-1
0	KWMTBOMO04345	8	4009369	11298	-1	SWUPr00137390	13	2615024	11925	1
0	KWMTBOMO04346	8	4025089	5821	-1	SWUPr00137380	13	2603064	7814	1
0	KWMTBOMO04348	8	4063649	23398	-1	SWUPr00137370	13	2570064	19256	1
0	KWMTBOMO04364	8	4459852	20665	-1	SWUPr00138820	13	8180485	26426	1
0	KWMTBOMO04370	8	4796292	4242	-1	SWUPr00138780	13	7780801	8344	1
78	KWMTBOMO04380	8	5110208	22664	1	SWUPr00138730	13	7468972	29274	-1
78	KWMTBOMO04381	8	5147797	3092	-1	SWUPr00138710	13	7408926	10676	1
78	KWMTBOMO04382	8	5153727	1002	-1	SWUPr00138700	13	7401224	4172	1
0	KWMTBOMO04388	8	5556558	19569	1	SWUPr00138630	13	7033632	89792	-1
0	KWMTBOMO04405	8	6279193	89669	-1	SWUPr00138540	13	6340561	88248	1
0	KWMTBOMO04408	8	6316513	1944	-1	SWUPr00138520	13	6293476	3959	1
0	KWMTBOMO04411	8	6347003	1466	-1	SWUPr00138490	13	6255887	1406	1
0	KWMTBOMO04416	8	6374854	5058	1	SWUPr00138460	13	6202104	7626	-1
79	KWMTBOMO04423	8	6444043	2356	-1	SWUPr00138390	13	6117032	5891	1
79	KWMTBOMO04425	8	6455704	1392	1	SWUPr00138370	13	6109879	1579	-1
79	KWMTBOMO04426	8	6459323	1813	-1	SWUPr00138360	13	6106090	2092	1
79	KWMTBOMO04429	8	6559422	14204	-1	SWUPr00138320	13	5987746	17929	1
0	KWMTBOMO04430	8	6583572	9674	-1	SWUPr00138310	13	5960257	13985	1
0	KWMTBOMO04431	8	6591722	4286	-1	SWUPr00138300	13	5958417	4650	-1
0	KWMTBOMO04434	8	6669592	8517	-1	SWUPr00138290	13	5951291	34727	-1
0	KWMTBOMO04436	8	6685653	5897	1	SWUPr00138250	13	5843247	7513	-1
0	KWMTBOMO04437	8	6698302	756	-1	SWUPr00138260	13	5845649	1169	1
79	KWMTBOMO04439	8	6715133	2294	1	SWUPr00138210	13	5810398	2802	-1
79	KWMTBOMO04440	8	6718582	1148	-1	SWUPr00138200	13	5805897	1028	1
79	KWMTBOMO04441	8	6736932	14308	-1	SWUPr00138170	13	5687148	15558	1
79	KWMTBOMO04446	8	6836443	7318	1	SWUPr00138140	13	5587848	10538	-1
0	KWMTBOMO04455	8	6955645	36969	1	SWUPr00138080	13	5468126	51616	-1
0	KWMTBOMO04456	8	7002274	6221	-1	SWUPr00138070	13	5405169	8006	1
0	KWMTBOMO04457	8	7004715	1445	1	SWUPr00138060	13	5400958	1675	1
80	KWMTBOMO04463	8	7067765	1795	1	SWUPr00138920	13	8480294	2217	1
80	KWMTBOMO04464	8	7095345	10736	1	SWUPr00138940	13	8502905	7741	1
0	KWMTBOMO04465	8	7114444	5315	-1	SWUPr00138950	13	8517395	4921	-1
0	KWMTBOMO04466	8	7115895	6424	1	SWUPr00138960	13	8522972	6371	1
0	KWMTBOMO04467	8	7134414	4992	-1	SWUPr00138970	13	8539379	3967	-1
0	KWMTBOMO04469	8	7146815	2474	1	SWUPr00139000	13	8583381	3052	1
0	KWMTBOMO04471	8	7159765	17843	1	SWUPr00138990	13	8579684	18913	-1
0	KWMTBOMO04473	8	7210685	9261	1	SWUPr00139020	13	8596954	38996	1
80	KWMTBOMO04474	8	7228134	6910	-1	SWUPr00139060	13	8661566	5345	-1
0	KWMTBOMO04475	8	7271494	30461	-1	SWUPr00139070	13	8677654	5622	-1
0	KWMTBOMO04476	8	7300202	7085	-1	SWUPr00139080	13	8730026	5464	-1
0	KWMTBOMO04478	8	7333762	9273	-1	SWUPr00137810	13	4312045	2898	-1
0	KWMTBOMO04485	8	7581913	18474	1	SWUPr00137880	13	4565451	18331	1
0	KWMTBOMO04489	8	7628333	1407	1	SWUPr00137900	13	4611773	1268	1
81	KWMTBOMO04491	8	7902769	30404	-1	SWUPr00137920	13	4870213	27379	-1
0	KWMTBOMO04495	8	8120667	5247	-1	SWUPr00137930	13	5138923	35904	-1
0	KWMTBOMO04498	8	8215648	3106	1	SWUPr00137970	13	5184342	2649	1
0	KWMTBOMO04501	8	8234948	6624	1	SWUPr00137980	13	5196320	22152	1
0	KWMTBOMO04502	8	8250188	9086	1	SWUPr00137990	13	5222713	15366	1
81	KWMTBOMO04505	8	8286478	15158	1	SWUPr00138020	13	5298328	18401	1
81	KWMTBOMO04506	8	8305087	3417	-1	SWUPr00138030	13	5320786	3866	-1
82	KWMTBOMO04511	8	8346387	8618	-1	SWUPr00140480	13	11855998	5258	1
82	KWMTBOMO04516	8	8557687	6078	-1	SWUPr00140430	13	11604620	6330	1
82	KWMTBOMO04518	8	8628527	39211	-1	SWUPr00140380	13	11520641	36966	1
82	KWMTBOMO04520	8	8669318	1902	1	SWUPr00140360	13	11458943	2043	-1
82	KWMTBOMO04522	8	8735567	56723	-1	SWUPr00140340	13	11412887	36205	1
0	KWMTBOMO04527	8	9235487	55298	-1	SWUPr00140290	13	10847611	124137	1
0	KWMTBOMO04529	8	9301306	7458	-1	SWUPr00140270	13	10829349	7068	1
0	KWMTBOMO04530	8	9303597	4382	1	SWUPr00140260	13	10826116	6625	-1
83	KWMTBOMO04543	8	9442087	3054	1	SWUPr00140050	13	10608374	2789	-1
83	KWMTBOMO04544	8	9460176	9331	-1	SWUPr00140040	13	10600303	3496	1
83	KWMTBOMO04547	8	9499086	5854	-1	SWUPr00140020	13	10551380	4811	1
0	KWMTBOMO04548	8	9506906	1970	-1	SWUPr00140010	13	10540737	4606	1
0	KWMTBOMO04549	8	9580516	2313	-1	SWUPr00140000	13	10446641	9195	1
0	KWMTBOMO04552	8	9595877	1794	1	SWUPr00139990	13	10443768	2380	-1
0	KWMTBOMO04553	8	9609596	5828	-1	SWUPr00139980	13	10428105	7898	1
0	KWMTBOMO04554	8	9628846	15025	-1	SWUPr00139970	13	10400139	22214	1
0	KWMTBOMO04555	8	9630807	6101	1	SWUPr00139960	13	10397164	3533	-1
0	KWMTBOMO04557	8	9676576	20079	-1	SWUPr00139940	13	10352515	15548	1
83	KWMTBOMO04563	8	9916432	8969	1	SWUPr00139900	13	10174681	7246	-1
83	KWMTBOMO04565	8	9929312	8032	1	SWUPr00139880	13	10163437	7965	-1
83	KWMTBOMO04566	8	9947541	2801	-1	SWUPr00139850	13	10146903	1961	1
0	KWMTBOMO04567	8	9994981	42490	-1	SWUPr00139830	13	10102882	38723	1
0	KWMTBOMO04568	8	10000352	16064	1	SWUPr00139820	13	10099284	28201	-1
0	KWMTBOMO04570	8	10030652	18330	1	SWUPr00139800	13	10055865	19228	-1
83	KWMTBOMO04571	8	10060702	12613	1	SWUPr00139780	13	10016915	4269	-1
0	KWMTBOMO04574	8	10186779	5710	-1	SWUPr00139760	13	9901240	1933	1
0	KWMTBOMO04576	8	10197310	53477	1	SWUPr00139750	13	9887818	60698	-1
84	KWMTBOMO04577	8	10264230	68101	1	SWUPr00139740	13	9752079	8987	-1
0	KWMTBOMO04579	8	10347480	5575	1	SWUPr00139720	13	9726705	6167	-1
0	KWMTBOMO04582	8	10365540	1938	1	SWUPr00139660	13	9692616	2613	-1
0	KWMTBOMO04583	8	10376730	10219	1	SWUPr00139650	13	9674988	2353	-1
0	KWMTBOMO04585	8	10391210	11811	1	SWUPr00139620	13	9660354	20297	-1
0	KWMTBOMO04587	8	10417160	982	1	SWUPr00139610	13	9636483	1583	-1
0	KWMTBOMO04589	8	10445679	11649	-1	SWUPr00139590	13	9610838	20415	1
0	KWMTBOMO04590	8	10449330	3623	1	SWUPr00139580	13	9608544	1357	-1
0	KWMTBOMO04591	8	10456629	3544	-1	SWUPr00139570	13	9597328	6495	1
0	KWMTBOMO04592	8	10460260	4626	1	SWUPr00139560	13	9590018	5605	1
0	KWMTBOMO04593	8	10482789	17513	-1	SWUPr00139540	13	9570700	14088	1
0	KWMTBOMO04594	8	10487029	2305	-1	SWUPr00139550	13	9588603	2098	-1
0	KWMTBOMO04599	8	10557149	1497	-1	SWUPr00139480	13	9513643	2794	1
84	KWMTBOMO04602	8	10598256	2757	-1	SWUPr00139470	13	9479957	9262	1
0	KWMTBOMO04605	8	10625527	9095	1	SWUPr00139410	13	9427574	4776	1
0	KWMTBOMO04608	8	10647767	1713	1	SWUPr00139400	13	9425498	845	-1
0	KWMTBOMO04610	8	10662826	11341	-1	SWUPr00139380	13	9401305	15784	1
0	KWMTBOMO04611	8	10667447	18286	1	SWUPr00139370	13	9398474	6368	-1
0	KWMTBOMO04614	8	10735106	1194	-1	SWUPr00139310	13	9337455	1100	1
0	KWMTBOMO04615	8	10736627	3024	1	SWUPr00139300	13	9332783	1708	-1
0	KWMTBOMO04616	8	10746556	6898	-1	SWUPr00139290	13	9322565	8236	1
0	KWMTBOMO04617	8	10747777	1856	1	SWUPr00139280	13	9318076	1631	-1
84	KWMTBOMO04623	8	10790796	11342	-1	SWUPr00139240	13	9086068	204224	1
84	KWMTBOMO04625	8	11026931	47074	1	SWUPr00139220	13	8996201	29260	-1
84	KWMTBOMO04626	8	11076121	2986	1	SWUPr00139210	13	8962650	1761	-1
84	KWMTBOMO04627	8	11088480	9343	-1	SWUPr00139200	13	8948330	12369	1
0	KWMTBOMO04631	8	11191460	20704	-1	SWUPr00139180	13	8835587	33736	1
0	KWMTBOMO04632	8	11193701	27060	1	SWUPr00139170	13	8832351	29682	-1
85	KWMTBOMO04637	8	11276480	3858	-1	SWUPr00140520	13	11927339	2820	1
85	KWMTBOMO04648	8	11407951	7893	1	SWUPr00140560	13	11992919	11847	1
85	KWMTBOMO04650	8	11446950	9896	-1	SWUPr00140600	13	12037516	1193	-1
85	KWMTBOMO04653	8	11489501	7634	1	SWUPr00140620	13	12100356	14487	1
85	KWMTBOMO04654	8	11554550	52815	-1	SWUPr00140630	13	12137834	18202	-1
0	KWMTBOMO04655	8	11611160	3108	-1	SWUPr00140660	13	12248013	3971	-1
0	KWMTBOMO04663	8	11802189	23726	1	SWUPr00140700	13	12396178	10679	1
0	KWMTBOMO04665	8	11828389	1065	1	SWUPr00140720	13	12419781	1051	1
0	KWMTBOMO04666	8	11838558	7808	-1	SWUPr00140740	13	12429858	8503	-1
0	KWMTBOMO04671	8	11919498	640	-1	SWUPr00140790	13	12524269	266	-1
0	KWMTBOMO04672	8	11920019	4851	1	SWUPr00140800	13	12527511	5932	1
85	KWMTBOMO04673	8	11929668	3607	-1	SWUPr00140810	13	12542461	4899	-1
85	KWMTBOMO04675	8	11950218	11497	-1	SWUPr00140830	13	12562879	9996	-1
85	KWMTBOMO04677	8	12015688	3950	-1	SWUPr00140850	13	12621840	6416	-1
0	KWMTBOMO04678	8	12024648	5013	-1	SWUPr00140860	13	12636050	8869	-1
0	KWMTBOMO04679	8	12037598	9416	-1	SWUPr00140870	13	12648725	8373	-1
0	KWMTBOMO04680	8	12051268	3512	-1	SWUPr00140880	13	12656205	4145	-1
0	KWMTBOMO04681	8	12052169	21463	1	SWUPr00140890	13	12657703	23451	1
0	KWMTBOMO04684	8	12116109	10688	1	SWUPr00140910	13	12728085	8091	1
0	KWMTBOMO04687	8	12536888	26945	-1	SWUPr00140940	13	13098919	20425	-1
0	KWMTBOMO04690	8	12561369	20512	1	SWUPr00140960	13	13120813	38144	1
85	KWMTBOMO04691	8	12584859	543	1	SWUPr00140970	13	13173044	416	1
0	KWMTBOMO04693	8	12595209	2525	1	SWUPr00141000	13	13184490	2414	1
0	KWMTBOMO04694	8	12609649	2895	1	SWUPr00141010	13	13191922	7486	1
85	KWMTBOMO04699	8	12677583	4578	-1	SWUPr00141030	13	13263136	5948	-1
85	KWMTBOMO04721	8	13197719	15311	-1	SWUPr00141220	13	13722274	11060	-1
0	KWMTBOMO04723	8	13223629	5784	-1	SWUPr00141240	13	13746440	5504	-1
0	KWMTBOMO04725	8	13236930	37631	1	SWUPr00141260	13	13771472	31042	1
86	KWMTBOMO04733	8	13713280	6695	-1	SWUPr00141380	13	14295495	13845	-1
86	KWMTBOMO04737	8	13842360	14264	1	SWUPr00141400	13	14385380	36381	1
86	KWMTBOMO04740	8	13868849	824	-1	SWUPr00141410	13	14431607	674	-1
86	KWMTBOMO04742	8	13887539	2222	-1	SWUPr00141430	13	14446141	1549	-1
86	KWMTBOMO04744	8	13924110	13911	1	SWUPr00141440	13	14482088	17862	1
86	KWMTBOMO04752	8	14109740	63977	1	SWUPr00141480	13	14675021	70936	1
0	KWMTBOMO04757	8	14297743	69627	-1	SWUPr00141510	13	14831729	22649	-1
0	KWMTBOMO04760	8	14344514	8372	1	SWUPr00141530	13	14896655	10257	1
0	KWMTBOMO04762	8	14358584	8050	1	SWUPr00141550	13	14916797	7398	1
86	KWMTBOMO04766	8	14459844	7806	1	SWUPr00141570	13	14981123	62001	1
0	KWMTBOMO04767	8	14473023	3449	-1	SWUPr00141580	13	15047977	4602	-1
86	KWMTBOMO04769	8	14494414	7811	1	SWUPr00141600	13	15074977	8973	1
86	KWMTBOMO04770	8	14519023	12778	-1	SWUPr00141610	13	15098199	8064	-1
86	KWMTBOMO04771	8	14586998	36719	1	SWUPr00141630	13	15113652	64958	1
86	KWMTBOMO04774	8	14675048	5746	1	SWUPr00141640	13	15196224	21071	1
0	KWMTBOMO04775	8	14710807	26029	-1	SWUPr00141680	13	15262617	28356	-1
0	KWMTBOMO04776	8	14689078	780	1	SWUPr00141660	13	15228210	710	1
0	KWMTBOMO04778	8	14721608	55514	1	SWUPr00141690	13	15263762	41828	1
86	KWMTBOMO04779	8	14798467	6733	-1	SWUPr00141700	13	15332809	360	-1
0	KWMTBOMO04782	8	14857008	7723	1	SWUPr00141720	13	15378029	6752	1
0	KWMTBOMO04784	8	14869818	14300	1	SWUPr00141750	13	15392451	12696	1
86	KWMTBOMO04785	8	14901546	6001	-1	SWUPr00141760	13	15432851	5327	-1
0	KWMTBOMO04788	8	14996196	61284	-1	SWUPr00141770	13	15507660	51652	-1
0	KWMTBOMO04789	8	15009656	7625	-1	SWUPr00141780	13	15521051	7127	-1
0	KWMTBOMO04790	8	15010557	6830	1	SWUPr00141790	13	15521922	5004	1
0	KWMTBOMO04791	8	15021256	3599	-1	SWUPr00141800	13	15533891	6731	-1
0	KWMTBOMO04792	8	15021697	2679	1	SWUPr00141810	13	15534545	1552	1
0	KWMTBOMO04794	8	15030997	14054	1	SWUPr00141820	13	15540820	16066	1
86	KWMTBOMO04801	8	15383132	29254	1	SWUPr00141870	13	15860469	9919	1
86	KWMTBOMO04803	8	15486471	44412	-1	SWUPr00141910	13	15915483	5836	-1
87	KWMTBOMO04810	8	15639122	12504	1	SWUPr00141990	13	16093975	14673	1
0	KWMTBOMO04811	8	15673311	20637	-1	SWUPr00142000	13	16135572	24442	-1
0	KWMTBOMO04812	8	15678832	2474	1	SWUPr00142010	13	16140282	2019	1
0	KWMTBOMO04813	8	15691461	548	-1	SWUPr00142020	13	16144565	386	-1
87	KWMTBOMO04820	8	15859752	7074	1	SWUPr00142080	13	16369613	6407	1
87	KWMTBOMO04821	8	15871371	862	-1	SWUPr00142120	13	16384735	737	-1
0	KWMTBOMO04824	8	15983451	1988	-1	SWUPr00142140	13	16510325	2137	-1
0	KWMTBOMO04826	8	15991892	7829	1	SWUPr00142160	13	16528381	7598	1
0	KWMTBOMO04827	8	16027171	23598	-1	SWUPr00142170	13	16544054	701	-1
0	KWMTBOMO04839	9	36415	1495	-1	SWUPr00115150	10	14150251	9172	-1
0	KWMTBOMO04851	9	233875	3938	-1	SWUPr00115230	10	14399197	2024	-1
88	KWMTBOMO04858	9	297486	30565	1	SWUPr00115280	10	14530648	20345	1
88	KWMTBOMO04859	9	350675	6783	-1	SWUPr00115290	10	14601340	13123	-1
88	KWMTBOMO04866	9	584906	2674	1	SWUPr00115310	10	14936862	484	1
88	KWMTBOMO04867	9	603535	13497	-1	SWUPr00115320	10	14962508	20904	-1
0	KWMTBOMO04868	9	606006	3158	1	SWUPr00115330	10	14963413	1556	1
0	KWMTBOMO04875	9	700206	661	1	SWUPr00115360	10	15036790	563	1
0	KWMTBOMO04877	9	734366	17799	1	SWUPr00115370	10	15063898	30173	1
0	KWMTBOMO04880	9	780275	6553	-1	SWUPr00115390	10	15115857	4074	-1
0	KWMTBOMO04881	9	782876	12015	1	SWUPr00115400	10	15118458	13339	1
89	KWMTBOMO04893	9	1019895	14008	1	SWUPr00115480	10	15359730	16327	1
0	KWMTBOMO04900	9	1127064	29773	-1	SWUPr00115530	10	15449854	19661	-1
0	KWMTBOMO04901	9	1144665	40494	1	SWUPr00115540	10	15499610	2648	1
89	KWMTBOMO04904	9	1310449	21827	-1	SWUPr00115560	10	15620357	12948	-1
89	KWMTBOMO04907	9	1359950	14793	1	SWUPr00115580	10	15662525	9982	1
89	KWMTBOMO04908	9	1384709	1929	-1	SWUPr00115590	10	15684674	1418	-1
89	KWMTBOMO04909	9	1385310	9948	1	SWUPr00115600	10	15685850	17286	1
0	KWMTBOMO04910	9	1406110	8640	1	SWUPr00115620	10	15721571	11138	-1
0	KWMTBOMO04911	9	1418669	2228	-1	SWUPr00115610	10	15705678	2099	1
0	KWMTBOMO04913	9	1440630	8518	1	SWUPr00115640	10	15759450	7877	1
0	KWMTBOMO04914	9	1451809	2066	-1	SWUPr00115650	10	15770922	1831	-1
0	KWMTBOMO04915	9	1452480	9874	1	SWUPr00115660	10	15772330	83985	1
0	KWMTBOMO04917	9	1488359	1694	-1	SWUPr00115670	10	15858012	1520	-1
0	KWMTBOMO04918	9	1516559	22081	-1	SWUPr00115690	10	15876019	10293	-1
0	KWMTBOMO04922	9	1563219	7860	-1	SWUPr00115710	10	15924086	16779	-1
0	KWMTBOMO04924	9	1661889	27225	-1	SWUPr00115730	10	16035556	29368	-1
0	KWMTBOMO04927	9	1839904	2724	-1	SWUPr00115740	10	16205669	53006	-1
0	KWMTBOMO04933	9	1906655	12222	1	SWUPr00115750	10	16255361	18134	1
89	KWMTBOMO04934	9	1923084	2597	-1	SWUPr00115760	10	16279350	2327	-1
0	KWMTBOMO04936	9	1977964	23968	-1	SWUPr00115770	10	16295818	11044	-1
0	KWMTBOMO04937	9	2047584	63358	-1	SWUPr00115780	10	16395442	58526	-1
0	KWMTBOMO04939	9	2059295	5154	1	SWUPr00115820	10	16410484	3601	1
89	KWMTBOMO04947	9	2283323	4983	-1	SWUPr00115870	10	16609040	7867	-1
89	KWMTBOMO04954	9	2652250	1630	1	SWUPr00115920	10	16949832	1465	1
89	KWMTBOMO04956	9	2810820	16013	1	SWUPr00115930	10	17087969	7909	1
89	KWMTBOMO04959	9	3268933	19698	-1	SWUPr00115970	10	17454035	23657	-1
0	KWMTBOMO04968	9	3714350	11629	1	SWUPr00115090	10	14052707	17073	-1
0	KWMTBOMO04970	9	3787310	2209	1	SWUPr00115070	10	13957999	927	1
0	KWMTBOMO04971	9	3791470	18509	1	SWUPr00115040	10	13955665	163626	-1
0	KWMTBOMO04972	9	3811659	1675	-1	SWUPr00115060	10	13935750	2984	1
90	KWMTBOMO04975	9	3920229	2361	-1	SWUPr00115980	10	17510361	4476	-1
90	KWMTBOMO04977	9	3929849	2828	-1	SWUPr00115990	10	17531647	5454	-1
90	KWMTBOMO04978	9	3976849	2076	-1	SWUPr00116000	10	17575405	6011	-1
0	KWMTBOMO04993	9	4922926	5014	1	SWUPr00116140	10	18471439	9346	1
0	KWMTBOMO04996	9	5140755	4057	-1	SWUPr00116170	10	18672297	362	-1
0	KWMTBOMO05004	9	5288701	25290	1	SWUPr00116160	10	18625354	199022	1
0	KWMTBOMO05006	9	5401111	9978	1	SWUPr00116200	10	18831219	98717	1
0	KWMTBOMO05007	9	5416860	656	-1	SWUPr00116220	10	18936516	497	-1
0	KWMTBOMO05010	9	5436911	7148	1	SWUPr00116230	10	18938531	5463	1
0	KWMTBOMO05015	9	5579378	32663	1	SWUPr00116260	10	19057139	11227	1
0	KWMTBOMO05029	9	6007547	19280	1	SWUPr00116340	10	19499985	4613	1
0	KWMTBOMO05032	9	6221756	1675	-1	SWUPr00116350	10	19694137	3671	-1
0	KWMTBOMO05033	9	6225547	11364	1	SWUPr00116380	10	19713126	13543	-1
0	KWMTBOMO05035	9	6252057	9153	1	SWUPr00116410	10	19721691	3790	1
0	KWMTBOMO05036	9	6263996	2748	-1	SWUPr00116420	10	19731475	5707	-1
0	KWMTBOMO05038	9	6276587	48234	1	SWUPr00116440	10	19757870	53532	1
0	KWMTBOMO05040	9	6361436	3790	-1	SWUPr00116460	10	19847260	4719	-1
0	KWMTBOMO05041	9	6363947	7166	1	SWUPr00116470	10	19853857	6787	1
0	KWMTBOMO05043	9	6397523	20177	1	SWUPr00116480	10	19874460	25222	1
0	KWMTBOMO05044	9	6420682	1722	-1	SWUPr00116490	10	19902943	1150	-1
0	KWMTBOMO05045	9	6446402	21229	-1	SWUPr00116500	10	19929350	18996	-1
0	KWMTBOMO05046	9	6466662	3771	-1	SWUPr00116520	10	19949175	5948	-1
0	KWMTBOMO05048	9	6539263	2311	1	SWUPr00116540	10	20016625	2554	1
0	KWMTBOMO05049	9	6543892	1294	-1	SWUPr00116550	10	20021259	1559	-1
0	KWMTBOMO05052	9	6627312	39067	-1	SWUPr00116570	10	20099813	29481	-1
0	KWMTBOMO05053	9	6658853	8215	1	SWUPr00116590	10	20125902	9726	1
0	KWMTBOMO05054	9	6670653	2369	1	SWUPr00116600	10	20138139	2580	1
0	KWMTBOMO05055	9	6687232	11778	-1	SWUPr00116620	10	20158227	10308	-1
0	KWMTBOMO05056	9	6690123	6271	1	SWUPr00116630	10	20169654	10065	1
0	KWMTBOMO05057	9	6699552	2319	-1	SWUPr00116640	10	20188388	1464	-1
0	KWMTBOMO05058	9	6701023	46666	1	SWUPr00116660	10	20194423	62845	1
0	KWMTBOMO05060	9	6814912	33109	-1	SWUPr00116670	10	20324408	24500	-1
0	KWMTBOMO05065	9	7020537	11424	-1	SWUPr00116710	10	20561211	19791	-1
0	KWMTBOMO05066	9	7028908	1012	1	SWUPr00116720	10	20571997	565	1
0	KWMTBOMO05067	9	7031247	1161	-1	SWUPr00116730	10	20574577	1766	-1
0	KWMTBOMO05070	9	7046468	3208	1	SWUPr00116760	10	20587080	8865	1
0	KWMTBOMO05074	9	7072487	3297	-1	SWUPr00116800	10	20629460	2434	-1
0	KWMTBOMO05076	9	7092507	8240	-1	SWUPr00116820	10	20644278	7133	-1
0	KWMTBOMO05077	9	7093718	3699	1	SWUPr00116830	10	20647023	7668	1
0	KWMTBOMO05078	9	7100798	2010	1	SWUPr00116840	10	20658814	1649	1
91	KWMTBOMO05079	9	7177108	20212	1	SWUPr00116880	10	20765731	25923	1
91	KWMTBOMO05080	9	7285309	2760	-1	SWUPr00116890	10	20890994	2631	-1
91	KWMTBOMO05081	9	7350369	14678	-1	SWUPr00116910	10	20960173	14406	-1
91	KWMTBOMO05083	9	7372860	19589	1	SWUPr00116920	10	20991965	22580	1
91	KWMTBOMO05087	9	7707313	7750	-1	SWUPr00116960	10	21325604	12454	-1
91	KWMTBOMO05095	9	7794214	19141	1	SWUPr00117010	10	21389051	22515	1
0	KWMTBOMO05101	9	7953033	12450	-1	SWUPr00117100	10	21599789	53252	-1
0	KWMTBOMO05107	9	8112813	14972	-1	SWUPr00117170	10	21682890	17780	-1
0	KWMTBOMO05108	9	8123144	3024	1	SWUPr00117180	10	21695088	3103	1
0	KWMTBOMO05109	9	8129833	2518	-1	SWUPr00117190	10	21700457	2049	-1
0	KWMTBOMO05110	9	8131214	2964	1	SWUPr00117240	10	21758676	3366	-1
0	KWMTBOMO05111	9	8165353	29309	-1	SWUPr00117200	10	21704779	47048	1
0	KWMTBOMO05112	9	8181844	1128	1	SWUPr00117260	10	21764423	855	-1
0	KWMTBOMO05113	9	8187513	3442	-1	SWUPr00117250	10	21759467	2107	1
0	KWMTBOMO05137	9	8781403	3503	1	SWUPr00117390	10	22367063	7267	1
92	KWMTBOMO05139	9	8799613	9231	1	SWUPr00117410	10	22391339	17165	1
92	KWMTBOMO05141	9	8832112	2893	-1	SWUPr00117420	10	22429709	2504	-1
92	KWMTBOMO05150	9	9051667	7955	-1	SWUPr00117470	10	22644024	8494	-1
0	KWMTBOMO05152	9	9105157	40648	-1	SWUPr00117480	10	22685917	34004	-1
0	KWMTBOMO05153	9	9142428	3012	1	SWUPr00117490	10	22725280	1866	1
0	KWMTBOMO05154	9	9157027	10507	-1	SWUPr00117500	10	22737376	8849	-1
0	KWMTBOMO05155	9	9191358	7147	1	SWUPr00117510	10	22750661	803	-1
93	KWMTBOMO05163	9	9315257	13400	-1	SWUPr00117550	10	22831927	11126	-1
93	KWMTBOMO05170	9	9695430	9621	1	SWUPr00117590	10	23207061	8996	1
93	KWMTBOMO05178	9	9858218	5638	1	SWUPr00117640	10	23360192	6331	1
93	KWMTBOMO05181	9	10001797	8882	-1	SWUPr00117670	10	23503013	7368	-1
0	KWMTBOMO05184	9	10185415	28385	1	SWUPr00117710	10	23657496	27159	1
0	KWMTBOMO05190	9	10600395	1493	-1	SWUPr00117790	10	24114258	1920	-1
0	KWMTBOMO05193	9	10629326	2128	1	SWUPr00118250	10	25140423	2407	-1
0	KWMTBOMO05194	9	10632586	32082	1	SWUPr00118240	10	25135281	40293	-1
0	KWMTBOMO05195	9	10687905	15194	-1	SWUPr00118230	10	25086059	4499	1
0	KWMTBOMO05199	9	10775806	1297	1	SWUPr00120840	11	2572000	2870	-1
94	KWMTBOMO05203	9	10896285	3664	1	SWUPr00118050	10	24779964	1290	-1
94	KWMTBOMO05204	9	10902724	2758	-1	SWUPr00118040	10	24776845	1736	1
94	KWMTBOMO05206	9	10919345	19634	1	SWUPr00118000	10	24689474	40289	1
95	KWMTBOMO05209	9	11066745	15562	1	SWUPr00117950	10	24561098	19131	-1
95	KWMTBOMO05212	9	11201034	10816	1	SWUPr00117870	10	24402970	22062	-1
95	KWMTBOMO05215	9	11260274	5043	1	SWUPr00117840	10	24323077	4595	-1
95	KWMTBOMO05217	9	11300064	7111	1	SWUPr00117820	10	24265633	16245	-1
95	KWMTBOMO05225	9	11402654	32295	1	SWUPr00117800	10	24205243	54916	-1
0	KWMTBOMO05229	9	11560271	4010	1	SWUPr00118590	10	25805553	10972	-1
0	KWMTBOMO05230	9	11569031	70612	1	SWUPr00118580	10	25767417	44840	-1
0	KWMTBOMO05231	9	11646990	3668	-1	SWUPr00118570	10	25712163	3377	1
0	KWMTBOMO05232	9	11650601	7628	1	SWUPr00118540	10	25710959	19016	-1
0	KWMTBOMO05233	9	11676870	17511	-1	SWUPr00118530	10	25671840	18156	1
0	KWMTBOMO05234	9	11680281	2631	1	SWUPr00118520	10	25671119	3128	-1
0	KWMTBOMO05237	9	11796101	13471	1	SWUPr00118500	10	25582473	12413	-1
0	KWMTBOMO05248	9	12019934	9421	-1	SWUPr00118450	10	25380299	5985	1
